Image,Solar Panels
solarpanels_native_3__x0_12826_y0_15584_dxdy_416.txt,2
solarpanels_native_1__x0_6358_y0_12317_dxdy_416.txt,16
solarpanels_native_2__x0_8998_y0_3968_dxdy_416.txt,4
solarpanels_native_1__x0_3767_y0_11534_dxdy_416.txt,16
solarpanels_native_3__x0_8514_y0_14704_dxdy_416.txt,8
solarpanels_native_1__x0_6785_y0_12321_dxdy_416.txt,34
solarpanels_native_3__x0_8116_y0_9351_dxdy_416.txt,6
solarpanels_native_2__x0_0_y0_11248_dxdy_416.txt,10
solarpanels_native_1__x0_4046_y0_12042_dxdy_416.txt,10
solarpanels_native_3__x0_312_y0_6923_dxdy_416.txt,11
solarpanels_native_3__x0_10395_y0_10287_dxdy_416.txt,13
solarpanels_native_2__x0_756_y0_10654_dxdy_416.txt,66
solarpanels_native_1__x0_4503_y0_11592_dxdy_416.txt,13
solarpanels_native_3__x0_1065_y0_6522_dxdy_416.txt,3
solarpanels_native_1__x0_8585_y0_10708_dxdy_416.txt,10
solarpanels_native_1__x0_3083_y0_7471_dxdy_416.txt,3
solarpanels_native_1__x0_8570_y0_12300_dxdy_416.txt,5
solarpanels_native_1__x0_3732_y0_11631_dxdy_416.txt,15
solarpanels_native_1__x0_2913_y0_9984_dxdy_416.txt,10
solarpanels_native_3__x0_8690_y0_12315_dxdy_416.txt,5
solarpanels_native_3__x0_7689_y0_9433_dxdy_416.txt,5
solarpanels_native_1__x0_7521_y0_9306_dxdy_416.txt,5
solarpanels_native_3__x0_5265_y0_13256_dxdy_416.txt,5
solarpanels_native_1__x0_6055_y0_12104_dxdy_416.txt,11
solarpanels_native_1__x0_4487_y0_11052_dxdy_416.txt,2
solarpanels_native_1__x0_9615_y0_12885_dxdy_416.txt,1
solarpanels_native_2__x0_2407_y0_4947_dxdy_416.txt,7
solarpanels_native_1__x0_13161_y0_13952_dxdy_416.txt,9
solarpanels_native_3__x0_6441_y0_10861_dxdy_416.txt,15
solarpanels_native_2__x0_5216_y0_6485_dxdy_416.txt,12
solarpanels_native_3__x0_10870_y0_9345_dxdy_416.txt,11
solarpanels_native_3__x0_11754_y0_9161_dxdy_416.txt,52
solarpanels_native_3__x0_10105_y0_14149_dxdy_416.txt,2
solarpanels_native_1__x0_9658_y0_10999_dxdy_416.txt,10
solarpanels_native_2__x0_5755_y0_5511_dxdy_416.txt,17
solarpanels_native_1__x0_823_y0_8816_dxdy_416.txt,18
solarpanels_native_3__x0_8314_y0_12437_dxdy_416.txt,3
solarpanels_native_2__x0_0_y0_11689_dxdy_416.txt,29
solarpanels_native_3__x0_6022_y0_13013_dxdy_416.txt,5
solarpanels_native_1__x0_3981_y0_10535_dxdy_416.txt,1
solarpanels_native_2__x0_8521_y0_1325_dxdy_416.txt,8
solarpanels_native_2__x0_9303_y0_3923_dxdy_416.txt,9
solarpanels_native_1__x0_8965_y0_12604_dxdy_416.txt,5
solarpanels_native_2__x0_4366_y0_13509_dxdy_416.txt,4
solarpanels_native_1__x0_4603_y0_11743_dxdy_416.txt,12
solarpanels_native_2__x0_0_y0_11645_dxdy_416.txt,30
solarpanels_native_1__x0_8218_y0_13023_dxdy_416.txt,5
solarpanels_native_1__x0_6969_y0_12601_dxdy_416.txt,2
solarpanels_native_1__x0_9490_y0_10558_dxdy_416.txt,8
solarpanels_native_2__x0_3481_y0_11332_dxdy_416.txt,2
solarpanels_native_3__x0_6904_y0_12891_dxdy_416.txt,4
solarpanels_native_1__x0_8454_y0_8323_dxdy_416.txt,11
solarpanels_native_3__x0_10320_y0_9824_dxdy_416.txt,38
solarpanels_native_1__x0_6860_y0_9028_dxdy_416.txt,10
solarpanels_native_3__x0_7760_y0_9664_dxdy_416.txt,3
solarpanels_native_3__x0_11636_y0_9106_dxdy_416.txt,51
solarpanels_native_1__x0_4727_y0_13080_dxdy_416.txt,6
solarpanels_native_2__x0_9516_y0_2520_dxdy_416.txt,5
solarpanels_native_2__x0_1044_y0_8640_dxdy_416.txt,8
solarpanels_native_2__x0_9979_y0_7115_dxdy_416.txt,4
solarpanels_native_2__x0_462_y0_10821_dxdy_416.txt,47
solarpanels_native_2__x0_9339_y0_3709_dxdy_416.txt,13
solarpanels_native_3__x0_7820_y0_1100_dxdy_416.txt,3
solarpanels_native_1__x0_23_y0_7094_dxdy_416.txt,16
solarpanels_native_3__x0_10854_y0_9255_dxdy_416.txt,11
solarpanels_native_3__x0_9851_y0_14286_dxdy_416.txt,5
solarpanels_native_3__x0_1456_y0_6956_dxdy_416.txt,2
solarpanels_native_3__x0_7325_y0_13218_dxdy_416.txt,2
solarpanels_native_1__x0_6729_y0_12272_dxdy_416.txt,39
solarpanels_native_1__x0_462_y0_7637_dxdy_416.txt,6
solarpanels_native_3__x0_10398_y0_1030_dxdy_416.txt,4
solarpanels_native_1__x0_9331_y0_11009_dxdy_416.txt,15
solarpanels_native_1__x0_4316_y0_10967_dxdy_416.txt,5
solarpanels_native_3__x0_6751_y0_12294_dxdy_416.txt,4
solarpanels_native_2__x0_805_y0_10449_dxdy_416.txt,63
solarpanels_native_1__x0_9390_y0_11734_dxdy_416.txt,4
solarpanels_native_3__x0_11841_y0_9068_dxdy_416.txt,48
solarpanels_native_1__x0_3094_y0_12915_dxdy_416.txt,3
solarpanels_native_2__x0_9336_y0_2920_dxdy_416.txt,6
solarpanels_native_1__x0_6775_y0_6250_dxdy_416.txt,2
solarpanels_native_1__x0_8528_y0_7794_dxdy_416.txt,8
solarpanels_native_1__x0_2144_y0_6103_dxdy_416.txt,8
solarpanels_native_2__x0_5772_y0_5608_dxdy_416.txt,14
solarpanels_native_1__x0_13176_y0_13797_dxdy_416.txt,8
solarpanels_native_1__x0_7234_y0_9470_dxdy_416.txt,8
solarpanels_native_3__x0_9353_y0_0_dxdy_416.txt,4
solarpanels_native_1__x0_1273_y0_7484_dxdy_416.txt,7
solarpanels_native_1__x0_8974_y0_12738_dxdy_416.txt,5
solarpanels_native_3__x0_8221_y0_10460_dxdy_416.txt,3
solarpanels_native_3__x0_9428_y0_14969_dxdy_416.txt,18
solarpanels_native_1__x0_7184_y0_9624_dxdy_416.txt,11
solarpanels_native_1__x0_6660_y0_10932_dxdy_416.txt,10
solarpanels_native_2__x0_5157_y0_5842_dxdy_416.txt,18
solarpanels_native_3__x0_4883_y0_13756_dxdy_416.txt,7
solarpanels_native_3__x0_5151_y0_12340_dxdy_416.txt,8
solarpanels_native_2__x0_15668_y0_14219_dxdy_416.txt,9
solarpanels_native_2__x0_2765_y0_4789_dxdy_416.txt,11
solarpanels_native_3__x0_8867_y0_9613_dxdy_416.txt,3
solarpanels_native_2__x0_13506_y0_7343_dxdy_416.txt,1
solarpanels_native_3__x0_12065_y0_11189_dxdy_416.txt,10
solarpanels_native_2__x0_9168_y0_3784_dxdy_416.txt,8
solarpanels_native_3__x0_4388_y0_9687_dxdy_416.txt,2
solarpanels_native_3__x0_10328_y0_9832_dxdy_416.txt,37
solarpanels_native_1__x0_6959_y0_11634_dxdy_416.txt,5
solarpanels_native_1__x0_7898_y0_11681_dxdy_416.txt,7
solarpanels_native_3__x0_5819_y0_14946_dxdy_416.txt,2
solarpanels_native_3__x0_14482_y0_113_dxdy_416.txt,2
solarpanels_native_3__x0_9818_y0_12561_dxdy_416.txt,2
solarpanels_native_1__x0_3903_y0_13252_dxdy_416.txt,11
solarpanels_native_3__x0_7925_y0_9180_dxdy_416.txt,5
solarpanels_native_3__x0_11643_y0_9250_dxdy_416.txt,44
solarpanels_native_1__x0_3956_y0_12472_dxdy_416.txt,8
solarpanels_native_2__x0_565_y0_10686_dxdy_416.txt,54
solarpanels_native_1__x0_10132_y0_10827_dxdy_416.txt,9
solarpanels_native_2__x0_2295_y0_4490_dxdy_416.txt,12
solarpanels_native_3__x0_5967_y0_10527_dxdy_416.txt,1
solarpanels_native_1__x0_1249_y0_6078_dxdy_416.txt,4
solarpanels_native_3__x0_6392_y0_10597_dxdy_416.txt,8
solarpanels_native_3__x0_3794_y0_7793_dxdy_416.txt,3
solarpanels_native_3__x0_9281_y0_14203_dxdy_416.txt,5
solarpanels_native_3__x0_7541_y0_9939_dxdy_416.txt,8
solarpanels_native_1__x0_1461_y0_9716_dxdy_416.txt,7
solarpanels_native_3__x0_6286_y0_12119_dxdy_416.txt,7
solarpanels_native_2__x0_1222_y0_8777_dxdy_416.txt,3
solarpanels_native_3__x0_5546_y0_1019_dxdy_416.txt,8
solarpanels_native_1__x0_3219_y0_7702_dxdy_416.txt,6
solarpanels_native_3__x0_6547_y0_11189_dxdy_416.txt,9
solarpanels_native_2__x0_566_y0_11137_dxdy_416.txt,26
solarpanels_native_3__x0_10795_y0_1277_dxdy_416.txt,1
solarpanels_native_3__x0_9990_y0_9864_dxdy_416.txt,16
solarpanels_native_3__x0_10236_y0_9820_dxdy_416.txt,40
solarpanels_native_2__x0_8612_y0_1384_dxdy_416.txt,9
solarpanels_native_3__x0_8761_y0_13504_dxdy_416.txt,4
solarpanels_native_2__x0_463_y0_11009_dxdy_416.txt,35
solarpanels_native_3__x0_6129_y0_8840_dxdy_416.txt,5
solarpanels_native_2__x0_8740_y0_3788_dxdy_416.txt,4
solarpanels_native_1__x0_8958_y0_12045_dxdy_416.txt,11
solarpanels_native_3__x0_3458_y0_7770_dxdy_416.txt,4
solarpanels_native_3__x0_8615_y0_15552_dxdy_416.txt,4
solarpanels_native_3__x0_4763_y0_13162_dxdy_416.txt,5
solarpanels_native_2__x0_391_y0_11133_dxdy_416.txt,31
solarpanels_native_1__x0_1727_y0_8927_dxdy_416.txt,6
solarpanels_native_3__x0_11622_y0_9134_dxdy_416.txt,49
solarpanels_native_1__x0_9853_y0_11093_dxdy_416.txt,9
solarpanels_native_3__x0_12670_y0_10771_dxdy_416.txt,5
solarpanels_native_1__x0_7083_y0_9790_dxdy_416.txt,14
solarpanels_native_2__x0_6067_y0_2867_dxdy_416.txt,8
solarpanels_native_3__x0_10885_y0_9391_dxdy_416.txt,13
solarpanels_native_1__x0_8691_y0_12421_dxdy_416.txt,7
solarpanels_native_1__x0_6633_y0_12277_dxdy_416.txt,44
solarpanels_native_3__x0_3414_y0_0_dxdy_416.txt,5
solarpanels_native_2__x0_9339_y0_3947_dxdy_416.txt,9
solarpanels_native_1__x0_3760_y0_11575_dxdy_416.txt,15
solarpanels_native_1__x0_13769_y0_14835_dxdy_416.txt,4
solarpanels_native_3__x0_11997_y0_11247_dxdy_416.txt,11
solarpanels_native_3__x0_5423_y0_1288_dxdy_416.txt,4
solarpanels_native_2__x0_15623_y0_14039_dxdy_416.txt,10
solarpanels_native_1__x0_9985_y0_11286_dxdy_416.txt,7
solarpanels_native_3__x0_9972_y0_12567_dxdy_416.txt,2
solarpanels_native_1__x0_4689_y0_5989_dxdy_416.txt,7
solarpanels_native_3__x0_11876_y0_9020_dxdy_416.txt,43
solarpanels_native_2__x0_3927_y0_12268_dxdy_416.txt,5
solarpanels_native_3__x0_5889_y0_11818_dxdy_416.txt,5
solarpanels_native_2__x0_650_y0_10765_dxdy_416.txt,47
solarpanels_native_1__x0_4062_y0_12035_dxdy_416.txt,10
solarpanels_native_2__x0_2684_y0_4828_dxdy_416.txt,17
solarpanels_native_3__x0_8119_y0_10062_dxdy_416.txt,3
solarpanels_native_1__x0_1591_y0_8851_dxdy_416.txt,6
solarpanels_native_3__x0_3873_y0_15728_dxdy_416.txt,3
solarpanels_native_3__x0_5148_y0_13138_dxdy_416.txt,11
solarpanels_native_2__x0_1716_y0_9633_dxdy_416.txt,4
solarpanels_native_2__x0_53_y0_11588_dxdy_416.txt,34
solarpanels_native_3__x0_5040_y0_13028_dxdy_416.txt,13
solarpanels_native_3__x0_1218_y0_6974_dxdy_416.txt,2
solarpanels_native_3__x0_5141_y0_14663_dxdy_416.txt,9
solarpanels_native_2__x0_10955_y0_12126_dxdy_416.txt,7
solarpanels_native_1__x0_8232_y0_7817_dxdy_416.txt,11
solarpanels_native_2__x0_783_y0_10573_dxdy_416.txt,74
solarpanels_native_2__x0_4784_y0_6455_dxdy_416.txt,1
solarpanels_native_3__x0_4856_y0_13849_dxdy_416.txt,7
solarpanels_native_2__x0_8595_y0_3918_dxdy_416.txt,18
solarpanels_native_2__x0_976_y0_8560_dxdy_416.txt,7
solarpanels_native_1__x0_8096_y0_12164_dxdy_416.txt,19
solarpanels_native_1__x0_10439_y0_13066_dxdy_416.txt,4
solarpanels_native_3__x0_4927_y0_13008_dxdy_416.txt,12
solarpanels_native_2__x0_5018_y0_5916_dxdy_416.txt,16
solarpanels_native_3__x0_10865_y0_1523_dxdy_416.txt,2
solarpanels_native_1__x0_6206_y0_12403_dxdy_416.txt,10
solarpanels_native_1__x0_2362_y0_6187_dxdy_416.txt,5
solarpanels_native_1__x0_3867_y0_11840_dxdy_416.txt,9
solarpanels_native_1__x0_6356_y0_8945_dxdy_416.txt,8
solarpanels_native_2__x0_58_y0_11658_dxdy_416.txt,29
solarpanels_native_2__x0_2703_y0_5076_dxdy_416.txt,34
solarpanels_native_1__x0_876_y0_7632_dxdy_416.txt,17
solarpanels_native_2__x0_5736_y0_5488_dxdy_416.txt,16
solarpanels_native_1__x0_6959_y0_9541_dxdy_416.txt,10
solarpanels_native_1__x0_1927_y0_9409_dxdy_416.txt,9
solarpanels_native_2__x0_3845_y0_1149_dxdy_416.txt,2
solarpanels_native_1__x0_7757_y0_12145_dxdy_416.txt,3
solarpanels_native_2__x0_813_y0_10389_dxdy_416.txt,51
solarpanels_native_3__x0_7965_y0_9547_dxdy_416.txt,5
solarpanels_native_3__x0_10021_y0_10054_dxdy_416.txt,15
solarpanels_native_1__x0_1266_y0_7968_dxdy_416.txt,8
solarpanels_native_1__x0_9470_y0_298_dxdy_416.txt,3
solarpanels_native_3__x0_9163_y0_14447_dxdy_416.txt,4
solarpanels_native_2__x0_9917_y0_7214_dxdy_416.txt,4
solarpanels_native_3__x0_14200_y0_3871_dxdy_416.txt,1
solarpanels_native_3__x0_3358_y0_12812_dxdy_416.txt,3
solarpanels_native_2__x0_10167_y0_3366_dxdy_416.txt,7
solarpanels_native_3__x0_9481_y0_15613_dxdy_416.txt,1
solarpanels_native_3__x0_9129_y0_12283_dxdy_416.txt,8
solarpanels_native_3__x0_8888_y0_13557_dxdy_416.txt,4
solarpanels_native_3__x0_10444_y0_10752_dxdy_416.txt,3
solarpanels_native_3__x0_9436_y0_15016_dxdy_416.txt,14
solarpanels_native_2__x0_5490_y0_5091_dxdy_416.txt,6
solarpanels_native_1__x0_6932_y0_11784_dxdy_416.txt,2
solarpanels_native_2__x0_233_y0_8903_dxdy_416.txt,2
solarpanels_native_1__x0_3192_y0_7793_dxdy_416.txt,5
solarpanels_native_1__x0_9475_y0_10997_dxdy_416.txt,16
solarpanels_native_1__x0_8121_y0_12079_dxdy_416.txt,18
solarpanels_native_3__x0_6171_y0_14011_dxdy_416.txt,1
solarpanels_native_1__x0_8177_y0_0_dxdy_416.txt,3
solarpanels_native_3__x0_7455_y0_9661_dxdy_416.txt,14
solarpanels_native_1__x0_9349_y0_11014_dxdy_416.txt,15
solarpanels_native_3__x0_2432_y0_13234_dxdy_416.txt,10
solarpanels_native_1__x0_1632_y0_8975_dxdy_416.txt,9
solarpanels_native_1__x0_8107_y0_12193_dxdy_416.txt,19
solarpanels_native_1__x0_4688_y0_6126_dxdy_416.txt,7
solarpanels_native_1__x0_6941_y0_9543_dxdy_416.txt,10
solarpanels_native_1__x0_3527_y0_12978_dxdy_416.txt,14
solarpanels_native_1__x0_940_y0_7670_dxdy_416.txt,13
solarpanels_native_3__x0_11087_y0_9825_dxdy_416.txt,15
solarpanels_native_3__x0_10085_y0_11190_dxdy_416.txt,3
solarpanels_native_3__x0_7601_y0_9753_dxdy_416.txt,11
solarpanels_native_1__x0_4546_y0_11595_dxdy_416.txt,13
solarpanels_native_3__x0_9234_y0_14558_dxdy_416.txt,5
solarpanels_native_3__x0_11123_y0_9518_dxdy_416.txt,20
solarpanels_native_3__x0_5676_y0_750_dxdy_416.txt,5
solarpanels_native_2__x0_7896_y0_2413_dxdy_416.txt,11
solarpanels_native_3__x0_0_y0_5558_dxdy_416.txt,1
solarpanels_native_1__x0_9730_y0_11495_dxdy_416.txt,3
solarpanels_native_2__x0_4915_y0_5964_dxdy_416.txt,7
solarpanels_native_1__x0_8169_y0_8595_dxdy_416.txt,11
solarpanels_native_1__x0_7937_y0_11298_dxdy_416.txt,8
solarpanels_native_3__x0_5965_y0_3446_dxdy_416.txt,8
solarpanels_native_3__x0_6354_y0_12151_dxdy_416.txt,8
solarpanels_native_2__x0_1940_y0_10164_dxdy_416.txt,3
solarpanels_native_1__x0_3174_y0_13069_dxdy_416.txt,9
solarpanels_native_2__x0_3917_y0_13314_dxdy_416.txt,3
solarpanels_native_1__x0_6474_y0_12162_dxdy_416.txt,17
solarpanels_native_3__x0_8632_y0_12454_dxdy_416.txt,7
solarpanels_native_1__x0_6692_y0_12284_dxdy_416.txt,43
solarpanels_native_2__x0_2926_y0_5129_dxdy_416.txt,29
solarpanels_native_3__x0_11741_y0_9180_dxdy_416.txt,51
solarpanels_native_3__x0_9127_y0_4589_dxdy_416.txt,4
solarpanels_native_1__x0_98_y0_7130_dxdy_416.txt,16
solarpanels_native_3__x0_5852_y0_12549_dxdy_416.txt,3
solarpanels_native_1__x0_13283_y0_13654_dxdy_416.txt,4
solarpanels_native_3__x0_8741_y0_13767_dxdy_416.txt,6
solarpanels_native_3__x0_6833_y0_12963_dxdy_416.txt,6
solarpanels_native_2__x0_4960_y0_6528_dxdy_416.txt,9
solarpanels_native_3__x0_4802_y0_10152_dxdy_416.txt,1
solarpanels_native_3__x0_5810_y0_781_dxdy_416.txt,4
solarpanels_native_3__x0_9406_y0_9657_dxdy_416.txt,4
solarpanels_native_3__x0_4459_y0_4550_dxdy_416.txt,5
solarpanels_native_3__x0_7713_y0_9939_dxdy_416.txt,4
solarpanels_native_2__x0_1724_y0_9729_dxdy_416.txt,5
solarpanels_native_1__x0_7877_y0_11703_dxdy_416.txt,6
solarpanels_native_1__x0_6481_y0_8533_dxdy_416.txt,6
solarpanels_native_1__x0_9034_y0_12029_dxdy_416.txt,10
solarpanels_native_3__x0_12702_y0_10937_dxdy_416.txt,5
solarpanels_native_2__x0_6301_y0_2637_dxdy_416.txt,7
solarpanels_native_3__x0_9171_y0_9514_dxdy_416.txt,2
solarpanels_native_2__x0_9973_y0_3113_dxdy_416.txt,9
solarpanels_native_2__x0_5619_y0_5655_dxdy_416.txt,15
solarpanels_native_1__x0_3765_y0_12963_dxdy_416.txt,8
solarpanels_native_2__x0_9644_y0_10994_dxdy_416.txt,4
solarpanels_native_1__x0_5210_y0_7013_dxdy_416.txt,2
solarpanels_native_1__x0_10605_y0_795_dxdy_416.txt,4
solarpanels_native_3__x0_11974_y0_11547_dxdy_416.txt,11
solarpanels_native_2__x0_644_y0_10743_dxdy_416.txt,48
solarpanels_native_1__x0_1296_y0_6610_dxdy_416.txt,8
solarpanels_native_2__x0_950_y0_10598_dxdy_416.txt,51
solarpanels_native_3__x0_8569_y0_12933_dxdy_416.txt,6
solarpanels_native_3__x0_9825_y0_14642_dxdy_416.txt,10
solarpanels_native_1__x0_8443_y0_8558_dxdy_416.txt,12
solarpanels_native_3__x0_9264_y0_12755_dxdy_416.txt,2
solarpanels_native_3__x0_6001_y0_15023_dxdy_416.txt,1
solarpanels_native_3__x0_1107_y0_7961_dxdy_416.txt,11
solarpanels_native_3__x0_5604_y0_11810_dxdy_416.txt,3
solarpanels_native_3__x0_11206_y0_12820_dxdy_416.txt,8
solarpanels_native_1__x0_439_y0_6944_dxdy_416.txt,8
solarpanels_native_3__x0_8280_y0_12101_dxdy_416.txt,10
solarpanels_native_3__x0_5847_y0_13234_dxdy_416.txt,4
solarpanels_native_2__x0_1055_y0_9105_dxdy_416.txt,3
solarpanels_native_1__x0_7161_y0_9808_dxdy_416.txt,8
solarpanels_native_1__x0_3852_y0_11580_dxdy_416.txt,15
solarpanels_native_1__x0_3000_y0_10116_dxdy_416.txt,11
solarpanels_native_1__x0_1262_y0_6520_dxdy_416.txt,9
solarpanels_native_1__x0_392_y0_8433_dxdy_416.txt,5
solarpanels_native_1__x0_3455_y0_13057_dxdy_416.txt,13
solarpanels_native_3__x0_7363_y0_9576_dxdy_416.txt,7
solarpanels_native_3__x0_9930_y0_11187_dxdy_416.txt,2
solarpanels_native_3__x0_5340_y0_12606_dxdy_416.txt,5
solarpanels_native_1__x0_1425_y0_9925_dxdy_416.txt,7
solarpanels_native_3__x0_5978_y0_3582_dxdy_416.txt,9
solarpanels_native_3__x0_7765_y0_12372_dxdy_416.txt,4
solarpanels_native_3__x0_10229_y0_10486_dxdy_416.txt,5
solarpanels_native_3__x0_10055_y0_9956_dxdy_416.txt,27
solarpanels_native_2__x0_2781_y0_5085_dxdy_416.txt,38
solarpanels_native_3__x0_10067_y0_10564_dxdy_416.txt,5
solarpanels_native_1__x0_9797_y0_10609_dxdy_416.txt,10
solarpanels_native_2__x0_751_y0_10547_dxdy_416.txt,76
solarpanels_native_3__x0_11151_y0_12804_dxdy_416.txt,9
solarpanels_native_1__x0_10153_y0_11089_dxdy_416.txt,9
solarpanels_native_1__x0_781_y0_8925_dxdy_416.txt,9
solarpanels_native_3__x0_13492_y0_4586_dxdy_416.txt,6
solarpanels_native_3__x0_5427_y0_13039_dxdy_416.txt,13
solarpanels_native_3__x0_615_y0_6709_dxdy_416.txt,8
solarpanels_native_1__x0_8499_y0_8005_dxdy_416.txt,9
solarpanels_native_1__x0_8674_y0_10539_dxdy_416.txt,11
solarpanels_native_1__x0_0_y0_8042_dxdy_416.txt,6
solarpanels_native_1__x0_7021_y0_9724_dxdy_416.txt,15
solarpanels_native_2__x0_609_y0_10656_dxdy_416.txt,58
solarpanels_native_3__x0_3330_y0_12888_dxdy_416.txt,3
solarpanels_native_1__x0_6464_y0_8579_dxdy_416.txt,6
solarpanels_native_2__x0_2829_y0_5144_dxdy_416.txt,37
solarpanels_native_1__x0_13171_y0_13861_dxdy_416.txt,9
solarpanels_native_2__x0_5487_y0_5614_dxdy_416.txt,6
solarpanels_native_1__x0_9357_y0_10411_dxdy_416.txt,4
solarpanels_native_3__x0_5930_y0_2749_dxdy_416.txt,2
solarpanels_native_2__x0_8416_y0_3887_dxdy_416.txt,13
solarpanels_native_1__x0_0_y0_7840_dxdy_416.txt,8
solarpanels_native_1__x0_3854_y0_11545_dxdy_416.txt,16
solarpanels_native_3__x0_4995_y0_2153_dxdy_416.txt,1
solarpanels_native_1__x0_9824_y0_10503_dxdy_416.txt,6
solarpanels_native_3__x0_10306_y0_9815_dxdy_416.txt,38
solarpanels_native_2__x0_863_y0_10505_dxdy_416.txt,66
solarpanels_native_1__x0_1081_y0_6362_dxdy_416.txt,9
solarpanels_native_3__x0_1001_y0_7974_dxdy_416.txt,10
solarpanels_native_3__x0_9609_y0_10688_dxdy_416.txt,8
solarpanels_native_2__x0_13168_y0_5378_dxdy_416.txt,6
solarpanels_native_3__x0_3646_y0_7819_dxdy_416.txt,6
solarpanels_native_2__x0_8591_y0_4029_dxdy_416.txt,17
solarpanels_native_1__x0_9891_y0_11010_dxdy_416.txt,12
solarpanels_native_2__x0_0_y0_11577_dxdy_416.txt,34
solarpanels_native_2__x0_4997_y0_5948_dxdy_416.txt,14
solarpanels_native_2__x0_9770_y0_7171_dxdy_416.txt,5
solarpanels_native_3__x0_1839_y0_13443_dxdy_416.txt,1
solarpanels_native_1__x0_7632_y0_9852_dxdy_416.txt,8
solarpanels_native_3__x0_5254_y0_12464_dxdy_416.txt,7
solarpanels_native_1__x0_8306_y0_8749_dxdy_416.txt,10
solarpanels_native_1__x0_4479_y0_10552_dxdy_416.txt,3
solarpanels_native_2__x0_4772_y0_12177_dxdy_416.txt,5
solarpanels_native_3__x0_12410_y0_10958_dxdy_416.txt,7
solarpanels_native_3__x0_8594_y0_14541_dxdy_416.txt,9
solarpanels_native_1__x0_5083_y0_11453_dxdy_416.txt,3
solarpanels_native_2__x0_11249_y0_8319_dxdy_416.txt,5
solarpanels_native_3__x0_13393_y0_9948_dxdy_416.txt,3
solarpanels_native_1__x0_2870_y0_10245_dxdy_416.txt,10
solarpanels_native_3__x0_8811_y0_13841_dxdy_416.txt,4
solarpanels_native_1__x0_670_y0_8588_dxdy_416.txt,11
solarpanels_native_3__x0_9774_y0_10469_dxdy_416.txt,1
solarpanels_native_1__x0_318_y0_7394_dxdy_416.txt,7
solarpanels_native_3__x0_10741_y0_13539_dxdy_416.txt,1
solarpanels_native_2__x0_751_y0_10352_dxdy_416.txt,43
solarpanels_native_3__x0_10919_y0_9937_dxdy_416.txt,12
solarpanels_native_2__x0_195_y0_14448_dxdy_416.txt,3
solarpanels_native_1__x0_3476_y0_10115_dxdy_416.txt,5
solarpanels_native_3__x0_5252_y0_12870_dxdy_416.txt,17
solarpanels_native_2__x0_15742_y0_14651_dxdy_416.txt,3
solarpanels_native_3__x0_8955_y0_12336_dxdy_416.txt,9
solarpanels_native_3__x0_5748_y0_0_dxdy_416.txt,2
solarpanels_native_3__x0_10225_y0_10906_dxdy_416.txt,3
solarpanels_native_1__x0_10437_y0_13002_dxdy_416.txt,4
solarpanels_native_2__x0_0_y0_11654_dxdy_416.txt,30
solarpanels_native_1__x0_1889_y0_6606_dxdy_416.txt,11
solarpanels_native_3__x0_7949_y0_9299_dxdy_416.txt,6
solarpanels_native_1__x0_5004_y0_11451_dxdy_416.txt,6
solarpanels_native_1__x0_3699_y0_12596_dxdy_416.txt,5
solarpanels_native_3__x0_5887_y0_10937_dxdy_416.txt,10
solarpanels_native_3__x0_10994_y0_9777_dxdy_416.txt,16
solarpanels_native_1__x0_1409_y0_8622_dxdy_416.txt,2
solarpanels_native_1__x0_1383_y0_8020_dxdy_416.txt,4
solarpanels_native_1__x0_3715_y0_12487_dxdy_416.txt,7
solarpanels_native_3__x0_11058_y0_12848_dxdy_416.txt,8
solarpanels_native_1__x0_2018_y0_6305_dxdy_416.txt,8
solarpanels_native_3__x0_11066_y0_12067_dxdy_416.txt,3
solarpanels_native_3__x0_4485_y0_15165_dxdy_416.txt,4
solarpanels_native_3__x0_10295_y0_1262_dxdy_416.txt,5
solarpanels_native_2__x0_5532_y0_5173_dxdy_416.txt,8
solarpanels_native_3__x0_5892_y0_2803_dxdy_416.txt,2
solarpanels_native_1__x0_6991_y0_9779_dxdy_416.txt,13
solarpanels_native_1__x0_7690_y0_12976_dxdy_416.txt,5
solarpanels_native_3__x0_11005_y0_9417_dxdy_416.txt,18
solarpanels_native_2__x0_0_y0_14530_dxdy_416.txt,6
solarpanels_native_3__x0_9936_y0_9929_dxdy_416.txt,10
solarpanels_native_3__x0_6740_y0_11883_dxdy_416.txt,6
solarpanels_native_3__x0_12010_y0_11569_dxdy_416.txt,11
solarpanels_native_2__x0_2636_y0_5101_dxdy_416.txt,29
solarpanels_native_1__x0_2987_y0_7715_dxdy_416.txt,8
solarpanels_native_1__x0_6641_y0_11250_dxdy_416.txt,1
solarpanels_native_3__x0_11768_y0_9132_dxdy_416.txt,52
solarpanels_native_1__x0_1474_y0_7002_dxdy_416.txt,7
solarpanels_native_2__x0_1098_y0_8475_dxdy_416.txt,8
solarpanels_native_3__x0_6670_y0_12365_dxdy_416.txt,4
solarpanels_native_2__x0_15639_y0_14081_dxdy_416.txt,9
solarpanels_native_3__x0_7991_y0_12360_dxdy_416.txt,3
solarpanels_native_3__x0_5414_y0_14240_dxdy_416.txt,3
solarpanels_native_1__x0_6704_y0_12309_dxdy_416.txt,42
solarpanels_native_1__x0_2399_y0_9885_dxdy_416.txt,1
solarpanels_native_1__x0_806_y0_8416_dxdy_416.txt,7
solarpanels_native_3__x0_11746_y0_9115_dxdy_416.txt,52
